,중분류,상품명,생산국가,상세정보
wine,레드,"이노바투스, 카베르네 소비뇽 나파밸리",미국,"생산자
이노바투스 Innovatus
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 100%
스타일
Napa Valley Cabernet Sauvignon
숙성
30개월 동안 프렌치오크에서 숙성
알코올
14~15 %
음용온도
16~18 ℃
추천음식
불고기, 토마호크 스테이크, 갈비와 잘 어울린다.
수입사
신동와인   "
wine,레드,"이모스, 나파 리저브 카베르네 소비뇽",미국,"생산자
이모스 Emos
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon)
등급
Napa Valley AVA
알코올
14~15 %
음용온도
16~18 ℃
추천음식
비프부르기뇽, 소고기찜, 스테이크 등과 잘 어울린다.
기타정보
*2019 Robert Parker 94~96점
*2018 Robert Parker 94점
*2017 VINOUS 93점, Robert Parker 92 점
*2016 Robert Parker 93+
*2014 James Suckling 94점"
wine,레드,"이모스, 카베르네 프랑",미국,"생산자
이모스 Emos
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 리버사이드 카운티(Riverside County) > 테메큘라 밸리(Temecula Valley)
주요품종
카베르네 프랑 (Cabernet Franc) 80%, 메를로 (Merlot) 20%
등급
Temecula Valley AVA
알코올
15~16 %
음용온도
16~18 ℃
추천음식
레드와인에 절인 소고기요리와 잘 어울린다.
기타정보
*2012 빈티지: 2016 West Coast 동메달, 2016 L.A International 동메달"
wine,화이트,"콩스가르드, 더 저지 샤르도네",미국,"생산자
콩스가르드 Kongsgaard
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
샤르도네 (Chardonnay) 100%
스타일
Californian Chardonnay
등급
Napa Valley AVA
알코올
14~15 %
음용온도
10~12 ℃
추천음식
담백한 닭고기 메뉴, 생선이나 흰색의 육류로 만들어진 모든 음식 등과 잘 어울린다.
기타정보
*2018 빈티지: Robert Parker 97-99+점
*2016 빈티지: Robert Parker 100점
*2015 빈티지: Robert Parker 98-100점, Wine Spectator 94점
*2014 빈티지: Robert Parker 98점, Wine Spectator 96점
수입사
씨에스알와인   "
wine,스파클링,"크룩, 빈티지 브뤼",프랑스,"생산자
크룩 Krug
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
샤르도네 (Chardonnay) , 피노 누아 (Pinot Noir) , 피노 뮈니에 (Pinot Meunier)
스타일
French Champagne
등급
Champagne AOC(AOP)
알코올
12~13 %
음용온도
8~10 ℃
추천음식
파인애플을 곁들인 카라멜 키조개 관자구이와 양넘이 첨가된 소스, 풍미가 가득한 그래비, 스쿼브, 야태나 시트러스 과일이 들어간 콩피 등 자극적 양념이 첨가된 음식과 어울린다. 구운 과일(바나나, 복숭아, 시트러스 과일)로 만든 디저트와는 최상의 궁합을 이룬다.
기타정보
*소믈리에르 7권
*2006년 와인스펙테이터 100대 와인 26위(1995 Vin.)"
wine,스파클링,"크룩, 컬렉션",프랑스,"생산자
크룩 Krug
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
피노 누아 (Pinot Noir) , 샤르도네 (Chardonnay) , 피노 뮈니에 (Pinot Meunier)
스타일
French Champagne
알코올
12~13 %
음용온도
8~10 ℃
추천음식
버섯 리조또, 트러플, 오리고기, 디저트, 치즈 등과 잘 어울린다."
wine,스파클링,"크룩, 클로 뒤 메닐 블랑 드 블랑 브뤼",프랑스,"생산자
크룩 Krug
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
샤르도네 (Chardonnay)
스타일
French Champagne
양조
Le Mesnil-sur-Oger 에서 단일밭, 단일품종(샤도네이)만 사용하여 양조
숙성
셀러에서 최소 12년 숙성
알코올
12~13 %
음용온도
8~10 ℃
추천음식
생선, 갑각류, 관자요리, 참치 카르파치오, 심지어 육류와도 잘 어울린다."
wine,레드,"텍스트북, '팡 드 주네' 나파 까베르네 소비뇽",미국,"생산자
텍스트북 Textbook
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 88%, 카베르네 프랑 (Cabernet Franc) 12%
스타일
Californian Cabernet Sauvignon
등급
Napa Valley AVA
음용온도
16~18 ℃
추천음식
붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.
수입사
씨에스알와인   "
wine,레드,"톤토니아, 그랑 리제르바",스페인,"생산자
비나 톤도니아 Vina Tondonia
국가/생산지역
스페인(Spain) > 리오하(Rioja)
주요품종
템프라니요 (Tempranillo) 75%, 가르나차 (Garnacha) 15%, 마주엘로 (Mazuelo) , 그라시아노 (Graciano) 10%
등급
Rioja DOCa(DOQ)
알코올
12 %
음용온도
15~17 ℃
추천음식
고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈등과 잘 어울린다."
wine,레드,"톤토니아, 리제르바",스페인,"생산자
비나 톤도니아 Vina Tondonia
국가/생산지역
스페인(Spain) > 리오하(Rioja)
주요품종
템프라니요 (Tempranillo) 75%, 가르나차 (Garnacha) 15%, 마주엘로 (Mazuelo) , 그라시아노 (Graciano) 10%
등급
Rioja DOCa(DOQ)
알코올
12.5 %
음용온도
16~18 ℃
추천음식
베이컨, 하몽, 살라미, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다."
wine,레드,"트라피체, 이스까이 시라 비오니에",아르헨티나,"생산자
트라피체 Trapiche
국가/생산지역
아르헨티나(Argentina) > 멘도사(Mendoza)
주요품종
시라/쉬라즈 (Syrah/Shiraz) 97%, 비오니에 (Viognier) 3%
스타일
Argentinian Syrah - Viognier
알코올
14~15 %
음용온도
16~18 ℃
추천음식
붉은 육류, 스테이크, 갈비찜, 스튜, 불고기, 양갈비, 한국음식 과 잘 어울린다.
기타정보
*2013 빈티지: Korea Wine Challenge 2016 은메달 수상
*2012 빈티지: Robert Parker 91점
*2011 빈티지: Wine Enthusiast 94점 'Editor's Choice', RP 90점
수입사
금양인터내셔날   "
wine,화이트,"파토리아 파가노, 팔랑기나",이탈리아,"생산자
파토리아 파가노 Fattoria Pagano
국가/생산지역
이탈리아(Italy) > 깜빠니아(Campania)
주요품종
팔랑기나 (Falanghina)
알코올
12~13 %
음용온도
10~12 ℃
추천음식
식전주로 아주 적당한 화이트 와인이며, 해산물 파스타, 해산물 샐러드 등과 잘 어울린다.
기타정보
*잔당: 1.3 g/L
*총산: 5.2 g/L
*비비노평점: 3.8
*유기농 와인
수입사
모멘텀와인컴퍼니   "
wine,스파클링,판티니 그랑 뀌베 비앙코 스와로브스키,이탈리아,"생산자
판티니 그룹 Fantini Group
국가/생산지역
이탈리아(Italy) > 아브루쪼(Abruzzo)
주요품종
코코촐라 (Cococciola)
알코올
12 %
음용온도
6~8 ℃
추천음식
아페리티프, 다양한 음식과 매칭이 좋고, 특히 해산물 요리 등과 잘 어울린다.
기타정보
*2014 코리아 와인 챌린지(KWC) Silver 메달
*파네세 그룹 최초의 스푸만테
*아브루쪼 지역의 토착품종인 코코치올라로 만들어진 오리지널한 와인
*샴페인 와 유사한 병모양의 차별성을 위해 라벨 중앙에 스와로브스키 크리스탈을 넣어 특별함을 더하고, 연간 10,000병 소량생산
수입사
(주)와이넬   "
wine,레드,"팔메이어, 제이슨 레드 와인",미국,"생산자
팔메이어 Pahlmeyer
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 83.5%, 메를로 (Merlot) 4%, 카베르네 프랑 (Cabernet Franc) 9.5%, 말벡 (Malbec) 2.5%, 쁘띠 베르도 (Petit Verdot) 5%
스타일
Californian Bordeaux Blend
등급
Napa Valley AVA
알코올
14~15 %
음용온도
16~18 ℃
추천음식
주로 육류 메뉴와 잘 어울리는 와인이며 특히 소고기와 잘 어울리는 와인이다.
기타정보
*2016 빈티지: Wine Enthusiast 94점
수입사
동원와인플러스   "
wine,레드,"프레스코발디, 카스텔지오콘도 브루넬로 디 몬탈치노",이탈리아,"생산자
프레스코발디 Frescobaldi
국가/생산지역
이탈리아(Italy) > 토스카나(Toscana) > 몬탈치노(Montalcino)
주요품종
산지오베제 (Sangiovese) 100%
스타일
Italian Brunello
등급
Brunello di Montalcino DOCG(DOP)
숙성
오크통에서 숙성
알코올
14~15 %
음용온도
16~18 ℃
추천음식
닭 요리, 포크 바베큐 립, 파스타, 체다 치즈 등과 잘 어울린다.
수입사
신세계엘앤비   "
wine,레드,"피오 체사레, 오르나토 바롤로",이탈리아,"생산자
피오 체사레 Pio Cesare
국가/생산지역
이탈리아(Italy) > 피에몬테(Piemonte) > 바롤로(Barolo)
주요품종
네비올로 (Nebbiolo) 100%
스타일
Italian Barolo
등급
Barolo DOCG(DOP)
알코올
14~15 %
음용온도
16~18 ℃
추천음식
송로 버섯 요리, 송아지 고기, 사슴 고기
기타정보
*2014 빈티지: Robert Parker 92점, Wine Spectator 92점, James Suckling 95점
*2013 빈티지: Robert Parker 95+점, James Suckling 98점, Decanter Gold
*2012 빈티지: Robert Parker 92점, James Suckling 98점
수입사
씨에스알와인   "
wine,레드,후안 길 에이틴 메세스,스페인,"생산자
보데가스 이호스 드 후안 질 Bodegas Hijos de Juan Gil
국가/생산지역
스페인(Spain) > 후미야(Jumilla)
주요품종
모나스트렐 (Monastrell) 60%, 카베르네 소비뇽 (Cabernet Sauvignon) 30%, 시라/쉬라즈 (Syrah/Shiraz) 10%
알코올
15.5 %
음용온도
16~18 ℃
추천음식
붉은 육류, 스테이크, 그릴요리, 소시지, 불고기, 갈비찜, 양념갈비, 한국음식 등 과 잘 어울린다."
wine,레드,까로,아르헨티나,"생산자
카로 [보데가스 카로] Caro [Bodegas Caro]
국가/생산지역
아르헨티나(Argentina) > 멘도사(Mendoza)
주요품종
말벡 (Malbec) , 카베르네 소비뇽 (Cabernet Sauvignon)
알코올
14~15 %
음용온도
16~18 ℃
추천음식
소스 곁들여진 고기 요리, 약간 매운 음식, 파스타, 초콜릿 케이크와 잘 어울린다.
기타정보
* 아르헨티나 버전 샤또 라피트 로칠드로 불리는 까로는 멘도자의 안데스 산맥에서 가장 높은 고지대의 위대한 떼루아에서 선별된 포도들로 생산된다. 프랑스 뽀이약의 DBR 라피트가 제작한 프렌치 오크통에서 18개월간 숙성 시간을 거치며, 보르도 그랑 크뤼 와인들과 동일한 과정을 거쳐 생산된다. 그 결과 장기간 숙성 및 보관이 가능한 매우 복합적이면서도 관능적이고 세련된 와인으로 탄생했다.
수입사
인터리커   "
wine,레드,"마르께스 데 리스칼, 프랭크 게리 셀렉션",스페인,"생산자
마르께스 데 리스칼 Marques de Riscal
국가/생산지역
스페인(Spain) > 리오하(Rioja)
주요품종
템프라니요 (Tempranillo) 100%
등급
Rioja DOCa(DOQ)
알코올
14~15 %
음용온도
15~17 ℃
추천음식
양갈비, 양고기, 소고기, 스테이크, 갈비, 불고기, 하몽, 말린과일, 중국요리, 한국음식 과 잘 어울린다.
기타정보
*2012 빈티지: Wine Spectator 94점
수입사
하이트진로   "
wine,레드,"바타시올로, 바롤로 '체레퀴오'",이탈리아,"생산자
바타시올로 Batasiolo [Beni di Batasiolo]
국가/생산지역
이탈리아(Italy) > 피에몬테(Piemonte) > 바롤로(Barolo)
주요품종
네비올로 (Nebbiolo) 100%
스타일
Italian Barolo
등급
Barolo DOCG(DOP)
알코올
14.5 %
음용온도
16~18 ℃
추천음식
붉은 육류 스테이크, 송아지 고기, 향이 강한 치즈 등과 잘 어울어진다.
기타정보
*2008 빈티지: 2013 International Wine Challenge 금메달
*2006 빈티지: Wine Spectator 93점, Wine Enthusiast 92점, L'espresso vini d'Italia 18/20점, Decanter World Wine Award 금메달
수입사
(주)와이넬   "
wine,레드,"이모스, 나파 에스테이트 카베르네 소비뇽",미국,"생산자
이모스 Emos
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) , 쁘띠 베르도 (Petit Verdot)
등급
Napa Valley AVA
알코올
14~15 %
음용온도
16~18 ℃
추천음식
세이지, 타임 등 살짝 스파이시한 재료를 넣은 돼지고기와 송아지고기 투르트 요리와 잘 어울린다."
wine,레드,"이모스, 비노 델 프로덕터",미국,"생산자
이모스 Emos
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 리버사이드 카운티(Riverside County) > 테메큘라 밸리(Temecula Valley)
주요품종
산지오베제 (Sangiovese) , 메를로 (Merlot) , 카베르네 프랑 (Cabernet Franc) , 카베르네 소비뇽 (Cabernet Sauvignon)
등급
Temecula Valley AVA
알코올
14~15 %
음용온도
16~18 ℃
추천음식
가지, 토마토, 블랙 올리브 등으로 요리한 카포나타 등과 잘 어울린다.
기타정보
*2012 Berliner Wein Trophy BERLINER GOLD
*2009 James Suckling 92점 (“Full body, soft tannins and a fresh finish”)

*2012 빈티지: 2016 West Coast 은메달, 2016 L.A International 은메달"
wine,레드,인시그니아,미국,"생산자
조셉 펠프스빈야드 Joseph Phelps Vineyards
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 84%, 쁘띠 베르도 (Petit Verdot) 10%, 메를로 (Merlot) 3%, 말벡 (Malbec) 3%
스타일
Californian Bordeaux Blend
등급
Napa Valley AVA
알코올
14.5 %
음용온도
16~18 ℃
추천음식
가금류 고기 구이, 스테이크, 버섯구이, 치즈 등과 잘 어울린다.
기타정보
*2002 빈티지: 2005 Wine Spectator TOP 100 중 1위 - 2002
*죽기 전에 꼭 마셔봐야 할 1001가지 와인 중 하나

*2016 빈티지: Robert Parker 99점, James Suckling 98점
*2015 빈티지: Robert Parker 98점, James Suckling 96점
*2014 빈티지: Robert Parker 97+점, Wine Enthusiast 96점, Wine Spectator 90점, James Suckling 97점, Vinous 97점
*2007 빈티지: Robert Parker 100점
*2002 빈티지: Robert Parker 100점
*1997 빈티지: Robert Parker 100점
*1991 빈티지: Robert Parker 100점
수입사
나라셀라   "
wine,레드,"자이언트 스텝스, 코어리버 밸리 페이탈 쇼어",호주,"생산자
자이언트 스텝스 Giant Steps
국가/생산지역
호주(Australia) > 태즈매니아(Tasmania)
주요품종
피노 누아 (Pinot Noir)
스타일
Australian Pinot Noir
양조
빈야드 언덕 아래에서 수확된 포도는 줄기 제거 후, 언덕 위쪽에서 수확된 포도는 송이째 토착효모(indigenous yeast)로 발효
숙성
8개월의 프렌치 바릭에서 숙성 후 청징(fining), 여과(filtration)없이 병입
알코올
13~14 %
음용온도
14~16 ℃
기타정보
*2023 대한민국 주류대상 '레드와인 신대륙 부문 대상'
*2020 빈티지 – The Real Review 94점, The Wine Front 93점
수입사
콜리코   "
wine,스파클링,"파스칼 도께, 꾀르 드 떼루아 프르미에 크뤼 레 몽 에메 블랑 드 블랑",프랑스,"생산자
파스칼 도께 Pascal Doquet
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
샤르도네 (Chardonnay) 100%
음용온도
6~8 ℃
추천음식
스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다."
wine,레드,"파인 릿지, 스택스 립 디스트릭트 까베르네 소비뇽",미국,"생산자
파인 릿지 빈야드 Pine Ridge Vineyards
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 스택스 립 디스트릭트(Stags Leap District)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) , 쁘띠 베르도 (Petit Verdot) , 말벡 (Malbec)
스타일
Californian Cabernet Sauvignon
알코올
14~15 %
음용온도
17~19 ℃
추천음식
소고기 스테이크, 스튜요리, 숙성 치즈 등과 잘 어울린다.
기타정보
*2016 빈티지: Wine Enthusiast 91점, Wine Advocate 93점, James Suckling 92점, Wine Spectator 90점
*2014 빈티지: Wine Enthusiast 93점, Decanter 92점, Wine Advocate 91점
*2013 빈티지: Robert Parker 93점, Wine Enhusiast 92점, Wine Spectator 90점
수입사
더블유에스통상   "
wine,레드,고스트 파인 피노 누아,미국,"생산자
루이 마티니 Louis M. Martini
국가/생산지역
미국(U.S.A) > 캘리포니아(California)
주요품종
피노 누아 (Pinot Noir) 100%
등급
California AVA
알코올
13~14 %
음용온도
15~17 ℃
추천음식
구운치킨, 돼지고기 등과 잘 어울린다.
기타정보
*2013 빈티지: The Wine Advocte 88점
*2012 빈티지: The Wine Advocte 88점
*Wine Spectator TOP100 of 2018"
